date,SP500,NASDAQ,US2,US5,US10,US20,CRUDE_W,GOLD,COPPER,CORN,WHEAT,SOYBEAN,EUR,JPY,GBP
1990-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-06-12,0.001163951168366859,0.0,0.0,3.0248958549237183e-05,-2.4085567813166976e-05,7.574173335016822e-06,0.0,-0.0002761643835550741,0.0,-4.322255776042439e-05,-0.0004203271882067299,-5.1867640162983106e-05,0.0,-0.00010548461102304823,0.00048723879627852155
1990-06-13,-0.00037917833379597267,0.0,0.0,-0.0019198075414399924,-0.0012836228583381227,-0.00019505215964018784,0.0,-0.0018012917037280886,0.0,0.00019069909979349336,0.00019002091265207466,-0.00011401986138610125,0.0,0.00023658632465091152,0.00030233705512753054
1990-06-14,-0.0006025787840406564,0.0,0.0,-0.0008596392943413417,-0.0004966465160587478,-5.622055814335016e-05,0.0,-0.002486549967158708,0.0,0.00012342078143773758,0.0005213158101136251,-0.001394415528960524,0.0,-0.0008887306640480787,-7.746484696517928e-05
1990-06-15,-0.00017798650220159876,0.0,0.0,0.002199003029734645,0.0014866456790940772,0.00014819539951602348,0.0,0.001157682377971318,0.0,0.0003222399522625866,0.0009480082060654323,-0.0004991751217824252,0.0,-0.0005370856336370912,4.822108350759577e-05
1990-06-18,-0.0020094415672080985,0.0,0.0,0.001041626876524307,0.0007666897472488942,7.624325332274959e-05,0.0,-0.000135227308893412,0.0,-0.0004155711931720102,-0.00034247642567487526,0.000972552187481937,0.0,-0.0002937803993853244,0.00014657621159645356
1990-06-19,0.0005755164371464918,0.0,0.0,7.830474548210433e-05,7.996507607747436e-05,9.317737645544741e-06,0.0,-8.895259796599719e-05,0.0,-5.1083885121636174e-05,-1.7229018351340858e-07,-0.0002554676221406983,0.0,-0.000557158772487991,0.0003958436314653155
1990-06-20,0.00024722280807384727,0.0,0.0,0.0008253146362663514,0.0007405464505848115,5.7655273876033624e-05,0.0,0.0005894055014434406,0.0,0.00015553380512394155,-0.00034092086823595496,0.000506903371254593,0.0,0.0008807475103814977,-8.246254090383649e-05
1990-06-21,0.0007856103270736799,0.0,0.0,-0.0009348927521683675,-0.0005927257883934866,-3.611125126474323e-05,0.0,-4.1584766821951004e-07,0.0,-0.00012937336764386182,-0.000834766266689664,0.0004936628247504709,0.0,0.0014511231222879776,8.331027772641202e-05
1990-06-22,-0.002219038319025671,0.0,0.0,-0.00017322639965141243,-0.00017116996379625853,-3.233602741997527e-06,0.0,-0.00014163207882788353,0.0,0.0002351287587536475,0.0009283248910652666,-0.00036437487462966816,0.0,0.000416317419456527,0.00041232850131535576
1990-06-25,-0.0008545712501936685,0.0,0.0,0.0014924109374078666,0.0015785375737876427,5.900950207065814e-05,0.0,0.0016284079938486788,0.0,-0.0005252779040909569,-0.0001400533985708902,0.0014808161113973291,0.0,0.0012655187687939655,-0.00011724627942058618
1990-06-26,-0.0005051423696078767,0.0,0.0,-0.0007265673169923387,-0.0008139722824838805,-2.8354641200485946e-05,0.0,-0.001645517114321913,0.0,0.0001216977081364391,-0.00025523337710422616,-0.0003645501532896898,0.0,-0.0015872371470337452,0.0005871866556822974
1990-06-27,0.0010752262581730902,0.0,0.0,-0.0009869399172615708,-0.0006062523276138738,-1.9624728929907378e-05,0.0,0.000144650574453638,0.0,-7.945835753420527e-05,0.00012178525298765506,7.157394106533589e-05,0.0,-0.0006834371547057889,0.00019023533738136302
1990-06-28,0.0008432263368069844,0.0,0.0,-0.0010993208375917726,-0.0009600078989529364,-2.1919917589215945e-05,0.0,0.00043509242107561637,0.0,-0.00038384457331688235,0.0003530337302331503,-1.9760514277766954e-07,0.0,-0.0026554566361252033,-0.00020807120018971517
1990-06-29,6.176066869413336e-05,0.0,0.0,-0.0012061905395409273,-0.0008876623138835429,-2.1900754350137863e-05,0.0,0.0028292510892598635,0.0,-9.84662145533825e-05,0.0010428278480280571,0.0011940459568655511,0.0,-0.0019639785071650985,0.0007244693131644657
1990-07-02,0.0006354817902562218,0.0,0.0,-9.472434366103916e-05,0.00017847845112832397,2.465838111416621e-06,0.0,0.00044647643194121854,0.0,-0.0003490609806717246,-0.00044619824273966764,0.0013305255112683776,0.0,-0.002338940112958189,0.0016441105406042294
1990-07-03,-0.00012828828192004905,0.0,0.0,-0.0012364982575096683,-0.0006333022779165877,1.3556700411966361e-05,0.0,0.0014673251044936449,0.0,-3.807752625291651e-05,0.00014898852875739994,0.00021298052014255775,0.0,-9.34892053395639e-05,0.0004661792610204204
1990-07-05,-0.001384233615526753,0.0,0.0,0.0009786367273496813,0.0005575539255341771,-5.1831166122179034e-05,0.0,-0.0003666417031863784,0.0,0.0016628095245215812,0.0009726662595945689,-0.0008099719995027074,0.0,-0.0003689777901631366,0.0003468891642654315
1990-07-06,0.0008289065806327074,0.0,0.0,0.002706689825411043,0.0020223190298230337,-3.2263896840747384e-05,0.0,-0.0001832169604458947,0.0,0.0010851975376871962,0.0018247677187480096,-0.0003598360227563787,0.0,0.0018688775779617324,0.00038430028264333285
1990-07-09,0.0002821788637312487,0.0,0.0,0.0010177171687158902,0.0008895310064405891,6.28889684710286e-05,0.0,-0.0014354533955427179,0.0,-6.293542197494116e-05,0.00035415942246494627,-6.995640061226675e-05,0.0,-0.0008451518823099454,0.0017440118563977127
1990-07-10,-0.0008864770295916716,0.0,0.0,0.0003730501592565344,0.0003654687938476975,6.602397915403737e-05,0.0,-0.0014007329335411496,0.0,-1.1452488996699322e-05,0.00012452460478043644,-5.046356445850049e-07,0.0,-0.00642025626497795,0.0010837826349558372
1990-07-11,0.0016988096365784199,0.0,0.0,-0.0004820503769985785,-0.00046648919897749957,-0.00010003776874582365,0.0,-0.000754628354239226,0.0,5.072008638583688e-05,0.0002235083391151822,-5.566298058804403e-05,0.0,-9.572084863383568e-07,-0.001387337314576043
1990-07-12,0.0013965839960983608,0.0,0.0,-0.002848917777396832,-0.0014265523833083802,-0.0003379819572738211,0.0,0.0019460022874710037,0.0,-8.035550157290411e-06,2.4212123891616067e-05,-3.058105602557997e-06,0.0,-0.000933642582133547,0.0007087638857653233
1990-07-13,0.00047557455464150784,0.0,0.0,-0.0010039111760732715,-0.0007736825783907203,-0.0002779276279771178,0.0,0.0031053664256548443,0.0,2.1775061408710766e-05,-6.505476926224424e-05,-9.249326712191137e-06,0.0,0.0008322687450933016,-0.0004199861422653339
1990-07-16,0.00045152447177801636,0.0,0.0,0.0014749251132927664,-0.00037647907999949996,-0.00014126307615232477,0.0,-0.0005813624222947178,0.0,-0.00016496784339879896,0.00038323072190560564,0.00013208404767980206,0.0,0.0003245507215659425,-4.77361172928688e-05
1990-07-17,-0.0006319308953154935,0.0,0.0,-0.002068412139279282,-0.00019108896081647349,-9.483923861112756e-07,0.0,-0.0006668137937181481,0.0,-0.00013987193793452607,-3.2534169726249306e-07,3.4659131447254795e-05,0.0,-0.0006976146765563081,0.0008167426040482489
1990-07-18,-0.0011153366115474416,0.0,0.0,0.0008335532934584004,0.001568229563253314,0.0009360374628424138,0.0,-0.00022677786720689226,0.0,-0.0001108365858543757,2.7010946820558358e-05,-4.235121411208127e-05,0.0,-0.0002096644392972404,-9.256617811623917e-05
1990-07-19,0.0004480428992458971,0.0,0.0,-9.180933111031998e-05,9.98287937511608e-05,0.0001123464096239216,0.0,-0.00018486436392354567,0.0,-1.6555690965834227e-07,0.00014480294636261664,-1.0372812485564691e-05,0.0,0.00029957249366414646,0.0001170777885765209
1990-07-20,-0.0012538174155608795,0.0,0.0,-0.001275789860297728,-0.0007678795264572773,-0.00025544175784490583,0.0,-4.772999070743457e-05,0.0,-0.00012006676744290095,0.0001716877852992805,0.00040299843721736226,0.0,0.001992260293289645,2.397216399850378e-05
1990-07-23,-0.002506400535793013,0.0,0.0,-9.497474820918057e-05,9.756070181669246e-05,-3.9627677438327784e-05,0.0,0.0036582881877489154,0.0,0.00031077364232725044,-6.482295773264362e-05,-8.776053244431544e-05,0.0,-0.0013516429375593005,0.0006588490287796611
1990-07-24,-4.57637995165772e-05,0.0,0.0,0.0012437389426041918,0.0012156431579218138,0.0005832452873531593,0.0,-0.0006471449440647128,0.0,-0.00016698266433646432,-1.770105226218173e-05,0.00013241443854891978,0.0,0.0005355616838554058,-0.0007571603743847682
1990-07-25,0.0004391989690154633,0.0,0.0,-0.0007912914588904022,-0.0010428587870617628,-0.0005728224617368113,0.0,0.0017011118642069948,0.0,-0.00010828794452047534,-1.9351583373598897e-05,6.114619852475918e-06,0.0,0.0030832484586138624,-0.0005282752863000485
1990-07-26,-0.00025426707786573315,0.0,0.0,-0.00019779344199817464,-0.00020676462070921757,-0.0002712896883834801,0.0,-0.0012328315361293204,0.0,0.00033936961172190795,6.759342965839205e-06,-0.0002179160821437732,0.0,0.0012328089958369799,0.0005065034659110101
1990-07-27,-0.00039242358642139433,0.0,0.0,-0.0018182453764325668,-0.0015454872374106644,-0.000870469739602903,0.0,-0.0007035632148040416,0.0,-0.0003162303515673547,-0.00014214913979636358,0.00019021111606276004,0.0,-0.002945590986577508,0.002148043768243675
1990-07-30,0.0002948532014196085,0.0,0.0,-0.0027964892417041962,-0.002107965171325072,-0.001276010970593784,0.0,-8.802463879652747e-05,0.0,-4.210409665666971e-05,-0.0003034572686786882,-8.142675203980568e-05,0.0,-0.0020841474054870677,0.00071052307173152
1990-07-31,2.5638443426522766e-05,0.0,0.0,-0.00010302094627938416,0.0007163151474936775,0.000327492036679245,0.0,0.0010098128117065712,0.0,-0.00013248340852207614,-0.00043098072950799646,-7.575778632328543e-05,0.0,-0.004081607370706918,0.0013646735693982966
1990-08-01,-5.729128214147256e-05,0.0,0.0,-0.0018355451369295012,-0.001348071865903626,-0.0007095680848094086,0.0,0.0014284451309842009,0.0,-0.0010499463037810098,-0.0006367484901831153,0.00016420224636615373,0.0,0.002215559139636904,-0.0006515316150968309
1990-08-02,-9.490595825044544e-05,0.0,0.0,0.002492056725987487,0.00225274459458007,0.0014741785256507432,0.0,0.0015327764829933634,0.0,-0.0006663258321300459,0.00026405578287446184,1.5826583152966458e-05,0.0,0.004247440711983692,-4.6817501944098545e-05
1990-08-03,-4.2872421983543085e-05,0.0,0.0,-0.0013903309781471559,0.0007812126142260213,0.0011286711677041081,0.0,0.0001810043930502171,0.0,-0.0005086196103045694,-0.00043680362064891907,-2.1962183591777425e-05,0.0,0.0011853097539126728,-4.251998080952946e-05
1990-08-06,0.00016311514486231553,0.0,0.0,0.004878029240797928,0.004906604629624816,0.0036879326364824484,0.0,0.0032966077902343606,0.0,0.001026735650306673,0.00013922542211646275,-8.321045403493821e-05,0.0,0.00023339325099882863,0.0011062278817775685
1990-08-07,6.529096862334547e-05,0.0,0.0,0.0027615838977274767,0.0010620530920793323,0.0002475510381572908,0.0,4.677403540560669e-05,0.0,-8.395558357055771e-07,-0.00019268058678955274,-2.076561358880664e-05,0.0,0.00032437612936735653,0.00018343081811073364
1990-08-08,0.00010059317908634279,0.0,0.0,0.00022181375277284727,3.9530009097047655e-05,1.342124923227704e-05,0.0,-0.0006840058871301159,0.0,-0.00031414232413806806,0.000710296263001422,8.273444324891981e-05,0.0,-0.0009583235137800664,-0.00012610072479087072
1990-08-09,0.00014310141760376886,0.0,0.0,-0.0019211476082730417,-0.0009560811529647771,-0.00010818681905359094,0.0,0.001176179528380843,0.0,-7.794532838554521e-05,0.001026789207923231,-0.00035662911392792104,0.0,-8.082940889141223e-05,-3.458043420267871e-05
1990-08-10,-0.0004558440870851431,0.0,0.0,0.0003176396839062155,0.00013858575672514307,-1.979462856310394e-05,0.0,0.005198186659853285,0.0,-3.251186624133322e-05,-0.0013581015556884133,-0.0008747390420978707,0.0,0.0011965498881109282,9.790469313462609e-05
1990-08-13,0.0003074925266847562,0.0,0.0,-0.00046779080832102583,2.7160735140895767e-05,-1.749993595253744e-05,0.0,-2.768827341336294e-07,0.0,3.4343617966847e-05,-0.0008440004571413117,0.0005273602760385509,0.0,-0.00042200121150879786,0.0001152462396761846
1990-08-14,0.00013901364940800627,0.0,0.0,-7.995786511465333e-05,-0.0001530010463338931,3.616239154652333e-05,0.0,0.0030545380281253834,0.0,-6.001382520187108e-05,0.0005012234827611615,-0.0005338718989383972,0.0,-0.0028579834362496438,8.315673817476033e-05
1990-08-15,0.00014942288777180203,0.0,0.0,-0.0004016337037513066,-0.00011115208980874716,3.410463820103728e-05,0.0,-0.001027216015600788,0.0,-0.00013709323126255107,0.0007033670525513758,-0.00011570625857562637,0.0,-0.002370370550592664,-3.1663503676367667e-06
1990-08-16,-0.0019063840127929027,0.0,0.0,0.0027911556645578814,0.0005002826064569579,-0.0004819311175341167,0.0,0.0022417894981365052,0.0,-2.685433662811848e-05,3.3914233187127784e-05,-4.1140158875605444e-07,0.0,-0.00048605850505433894,-8.82683395293223e-05
